medicamento,descripcion,peso,presentacion,forma_farmacologica,marca,precio,max_price,precio descontado,descuento,promotion,fuente,scrapping_day,detail_url
losartan,Losartan 50 mg Oral 60 Tabs Marca del Ahorro,50 mg,60,tab,,216.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-60-tabs-marca-del-ahorro.html
losartan,Losartan 50 mg Oral 15 Comprimidos Marca del Ahorro,50 mg,15,comprimidos,,119.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-15-comprimidos-marca-del-ahorro.html
losartan,Losartan 50 mg Oral 30 Tabs 3 Cajas Marca del Ahorro,50 mg,30,tab,,316.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-30-tabs-3-cajas-marca-del-ahorro.html
losartan,Losartan/Hidroclorotiazi 50 mg/ 12.5 mg Oral 15 Tabs  Marca del Ahorro,50 mg,15,tab,,162.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-hidroclorotiazi-50-mg-12-5-mg-oral-15-tabs-marca-del-ahorro.html
losartan,Losartan/Hidroclorotiazida 100 mg 15 Tabs Marca del Ahorro,100 mg,15,tab,,312.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-hidroclorotiazida-100-mg-15-tabs-marca-del-ahorro.html
losartan,Cozaar 100 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,2008.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-100-mg-oral-30-comprimidos.html
losartan,Hyzaar 100 mg/ 12.5 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,2035.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-100-mg-12-5-mg-oral-30-comprimidos.html
losartan,Hyzaar 100 mg/ 25 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,2288.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-100-mg-25-mg-oral-30-comprimidos.html
losartan,Hyzaar 50 mg/ 12.5 mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1429.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-50-mg-12-5-mg-oral-30-comprimidos.html
losartan,Losartán 50 mg Oral 60 Tabs 2 cajas Marca del Ahorro,50 mg,60,tab,,361.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-60-tabs-2-cajas-marca-del-ahorro.html
losartan,Bicartial  5 mg/ 100 mg 30 Oral Caps,5 mg,,,,1123.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/bicartial-5-mg-100-mg-30-oral-caps.html
losartan,Lodestar 50 mg Oral 30 Tabs,50 mg,30,tab,,663.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/lodestar-50-mg-oral-30-tabs.html
losartan,Bicartial 2.5mg/ 50 mg Oral 14 Caps,2.5mg,,,,663.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/bicartial-2-5mg-50-mg-oral-14-caps.html
losartan,Cozaar XQ 50 mg/ 5mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1236.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-xq-50-mg-5mg-oral-30-comprimidos.html
losartan,Losartán /Hidroclorotiazida 50 mg /12.5 mg 30 Tabs Marca del Ahorro,50 mg,30,tab,,199.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-hidroclorotiazida-50-mg-12-5-mg-30-tabs-marca-del-ahorro.html
losartan,Lodestar Zid 100 mg/ 25 mg Oral 30 Tabs,100 mg,30,tab,,951.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/lodestar-zid-100-mg-25-mg-oral-30-tabs.html
losartan,Cozaar 50 mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1346.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar50mgoral30comprimidos.html
losartan,Cozaar 50 mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1521.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-50-mg-oral-30-comprimidos.html
losartan,Hyzaar 50 mg/ 12.50 mg Oral 2 Cajas 30 Tabs,50 mg,30,tab,,1602.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-50-mg-12-50-mg-oral-2-cajas-30-tabs.html
losartan,Bicartial 5 mg/ 100 mg Oral 14 Caps,5 mg,,,,746.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/bicartial-5-mg-100-mg-oral-14-caps.html
losartan,Lodestar 100 mg Oral 30 Tabs,100 mg,30,tab,,1070.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/lodestar-100-mg-oral-30-tabs.html
losartan,Bicartial 2.5 mg/ 50 mg Oral 30 Caps,2.5 mg,,,,1090.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/bicartial-2-5-mg-50-mg-oral-30-caps.html
losartan,Lodestar-Duo 100 mg/5 mg Oral 30 Caps,100 mg,,,,842.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/lodestar-duo-100-mg-5-mg-oral-30-caps.html
losartan,Cozaar XQ 100 mg/ 5 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,1325.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-xq-100-mg-5-mg-oral-30-comprimidos.html
losartan,Lodestar Zid 50 mg/ 12.5 mg Oral 30 tabletas,50 mg,30,tabletas,,663.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/lodestar-zid-50-mg-12-5-mg-oral-30-tabletas.html
atacand,Atacand 16 mg Oral 14 Tabs,16 mg,14,tab,,667.00,,,,acumula 6 y llevate 2 gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/atacand-16-mg-oral-14-tabs.html
atacand,Atacand 32 mg Oral 14 Tabs,32 mg,14,tab,,1345.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/atacand-32-mg-oral-28-tabs.html
atacand,Atacand 16 mg Oral 28 Tabs,16 mg,28,tab,,1180.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/atacand-16-mg-oral-28-tabs.html
atacand,Atacand 8 mg Oral 14 Tabs,8 mg,14,tab,,508.00,,,,acumula 6 y llevate 2 gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/atacand-8-mg-oral-14-tabs.html
atacand,Atacand 8 mg Oral 28 Tabs,8 mg,28,tab,,953.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/atacand-8-mg-oral-28-tabs.html
atacand,Atacand Plus 16 mg/ 12.5 mg Oral 14 Tabs,16 mg,14,tab,,648.00,,,,acumula 6 y llevate 2 gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/atacand-plus-16-mg-12-5-mg-oral-14-tabs.html
atacand,Atacand Plus 16 mg/ 12.5 mg Oral 28 Tabs,16 mg,28,tab,,1215.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/atacand-plus-16-mg-12-5-mg-oral-28-tabs.html
almetec,Almetec 40 mg Oral 28 Tabs,40 mg,28,tab,,1347.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-40-mg-oral-28-tabs.html
almetec,Almetec 20 mg Oral 14 Tabs,20 mg,14,tab,,268.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-20-mg-oral-14-tabs.html
almetec,Almetec 40 mg Oral 14 Tabs,40 mg,14,tab,,380.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-40-mg-oral-14-tabs.html
almetec,Almetec 20 mg Oral 28 Tabs,20 mg,28,tab,,1020.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-20-mg-oral-28-tabs.html
almetec,Almetec 40 mg Oral 28 Tabs,40 mg,28,tab,,1347.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-40-mg-oral-28-tabs-2.html
almetec,Almetec Co 40 mg/ 12.50 mg Oral 14 Tabs,40 mg,14,tab,,452.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-co-40-mg-12-50-mg-oral-14-tabs.html
almetec,Almetec Co 20 mg/ 12.50 mg Oral 28 Tabs,20 mg,28,tab,,1207.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-co-20-mg-12-50-mg-oral-28-tabs.html
almetec,Almetec Co 40 mg/ 12.50 mg Oral 28 Tabs,40 mg,28,tab,,1490.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-co-40-mg-12-50-mg-oral-28-tabs.html
almetec,Almetec Co 40 mg/ 25 mg Oral 14 Tabs,40 mg,14,tab,,431.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-co-40-mg-25-mg-oral-14-tabs.html
almetec,Almetec Co 20 mg/ 12.50 mg Oral 14 Tabs,20 mg,14,tab,,337.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-co-20-mg-12-50-mg-oral-14-tabs.html
almetec,Almetec Co 40 mg/ 25 mg Oral 28 Tabs,40 mg,28,tab,,799.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-co-40-mg-25-mg-oral-28-tabs.html
almetec,Almetec Tri 20  mg/ 5 mg/ 12.5 mg Oral 14 Tabs,20  mg,14,tab,,1021.00,,,,acumula 6 y llevate 2 gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-tri-20-mg-5-mg-12-5-mg-oral-14-tabs.html
almetec,Almetec Tri 20  mg/ 5 mg/ 12.5 mg Oral 28 Tabs,20  mg,28,tab,,1795.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-tri-20-mg-5-mg-12-5-mg-oral-28-tabs.html
almetec,Almetec Tri 40 mg/ 5 mg/ 12.5 mg Oral 14 Tabs,40 mg,14,tab,,1020.00,,,,acumula 6 y llevate 2 gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-tri-40-mg-5-mg-12-5-mg-oral-14-tabs.html
almetec,Almetec Tri 40 mg/ 5 mg/ 12.5 mg Oral 28 Tabs,40 mg,28,tab,,1853.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/almetec-tri-40-mg-5-mg-12-5-mg-oral-28-tabs.html
almetec,Duoalmetec 40 mg/ 10 mg Oral 14 Tabs,40 mg,14,tab,,950.00,,,,Acumula 2 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/duoalmetec-40-mg-10-mg-oral-14-tabs.html
almetec,Duoalmetec 40 mg/ 5mg Oral 14 Tabs,40 mg,14,tab,,694.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/duoalmetec-40-mg-5mg-oral-14-tabs.html
almetec,Duoalmetec 20 mg/ 5mg Oral 14 Tabs,20 mg,14,tab,,814.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/duoalmetec-20-mg-5mg-oral-14-tabs.html
almetec,Duoalmetec 20 mg/ 5mg Oral 28 Tabs,20 mg,28,tab,,1764.00,,,,Acumula 2 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/duoalmetec-20-mg-5mg-oral-28-tabs.html
almetec,Duoalmetec 40 mg/ 5mg Oral 28 Tabs,40 mg,28,tab,,1734.00,,,,Acumula 2 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/duoalmetec-40-mg-5mg-oral-28-tabs.html
aprovel,Aprovel 150 mg Oral 14 Tabs,150 mg,14,tab,,672.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/aprovel-150-mg-oral-14-tabs.html
aprovel,Aprovel 300 mg Oral 28 Tabs,300 mg,28,tab,,2626.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/aprovel-300-mg-oral-28-tabs.html
aprovel,Aprovel 150 mg Oral 28 Tabs,150 mg,28,tab,,1608.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/aprovel-150-mg-oral-28-tabs.html
aprovel,Aprovel 300 mg Oral 14 Tabs,300 mg,14,tab,,521.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/aprovel-300-mg-oral-14-tabs.html
aprovel,Co-Aprovel 150 mg/ 12.5 mg Oral 28 Tabs,150 mg,28,tab,,1459.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-150-mg-12-5-mg-oral-28-tabs.html
aprovel,Co-Aprovel 300 mg/ 12.5 mg Oral 14 Tabs,300 mg,14,tab,,1558.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-300-mg-12-5-mg-oral-14-tabs.html
aprovel,Co-Aprovel 300 mg/ 12.5 mg Oral 28 Tabs,300 mg,28,tab,,2171.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-300-mg-12-5-mg-oral-28-tabs.html
aprovel,Co-Aprovel 300 mg/ 25 mg Oral 14 Tabs,300 mg,14,tab,,952.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-300-mg-25-mg-oral-14-tabs.html
avapro,Avapro 300 mg Oral 28 Tabs,300 mg,28,tab,,3876.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/avapro-300-mg-oral-28-tabs.html
avapro,Avapro 150 mg Oral 14 Tabs,150 mg,14,tab,,1743.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/avapro-150-mg-oral-14-tabs.html
avapro,Avapro 150 mg Oral 28 Tabs,150 mg,28,tab,,2669.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/avapro-150-mg-oral-28-tabs.html
cozaar,Cozaar 100 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,2008.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-100-mg-oral-30-comprimidos.html
cozaar,Cozaar XQ 50 mg/ 5mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1236.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-xq-50-mg-5mg-oral-30-comprimidos.html
cozaar,Cozaar 50 mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1346.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar50mgoral30comprimidos.html
cozaar,Cozaar 50 mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1521.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-50-mg-oral-30-comprimidos.html
cozaar,Cozaar XQ 100 mg/ 5 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,1325.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/cozaar-xq-100-mg-5-mg-oral-30-comprimidos.html
cozaar,Losartan 50 mg Oral 60 Tabs Marca del Ahorro,50 mg,60,tab,,216.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-60-tabs-marca-del-ahorro.html
cozaar,Losartan 50 mg Oral 30 Tabs 3 Cajas Marca del Ahorro,50 mg,30,tab,,316.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-30-tabs-3-cajas-marca-del-ahorro.html
cozaar,Losartan 50 mg Oral 15 Comprimidos Marca del Ahorro,50 mg,15,comprimidos,,119.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-15-comprimidos-marca-del-ahorro.html
diovan,Diovan 80 mg Oral 14 Comprimidos,80 mg,14,comprimidos,,584.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/diovan-80-mg-oral-14-comprimidos.html
diovan,Diovan 320 mg Oral 14 Comprimidos,320 mg,14,comprimidos,,977.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/diovan-320-mg-oral-14-comprimidos.html
diovan,Diovan 160 mg Oral 30 comprimidos,160 mg,30,comprimidos,,1269.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/diovan-160-mg-oral-30-comprimidos.html
diovan,Diovan 80 mg Oral 30 comprimidos,80 mg,30,comprimidos,,997.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/diovan-80-mg-oral-30-comprimidos.html
diovan,Co-Diovan 160 mg/ 12.5 mg Oral 30 Tabs,160 mg,30,tab,,1260.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-diovan-160-mg-12-5-mg-oral-30-tabs.html
diovan,Co-Diovan 320 mg/ 25 mg Oral 30 Tabs,320 mg,30,tab,,1860.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-diovan-320-mg-25-mg-oral-30-tabs.html
diovan,Co-Diovan 160 mg/ 25 mg Oral 30 Tabs,160 mg,30,tab,,1296.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-diovan-160-mg-25-mg-oral-30-tabs.html
diovan,Co-Diovan 320 mg / 12.5 mg Oral 30 Tabs,320 mg,30,tab,,1860.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-diovan-320-mg-12-5-mg-oral-30-tabs.html
diovan,Co-Diovan 80 mg / 12.5 mg Oral 30 Tabs,80 mg,30,tab,,1051.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-diovan-80-mg-12-5-mg-oral-30-tabs.html
diovan,Co-Diovan 160/12.5 mg Oral 14 Tabs,12.5 mg,14,tab,,671.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-diovan-160-12-5-mg-oral-14-tabs.html
legionis,Legionis 40 mg Oral 14 Tabs,40 mg,14,tab,,422.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/legionis-40-mg-oral-14-tabs.html
legionis,Legionis 40 mg Oral 28 Tabs,40 mg,28,tab,,746.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/legionis-40-mg-oral-28-tabs.html
legionis,Legionis 40 mg Oral 2 Cajas 14 Tabs,40 mg,14,tab,,431.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/legionis-40-mg-oral-2-cajas-14-tabs.html
telarteq,Telarteq 40 mg Oral 30 Tabs,40 mg,30,tab,,455.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-40-mg-oral-30-tabs.html
telarteq,Telarteq 80 mg Oral 14 Tabs,80 mg,14,tab,,487.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-80-mg-oral-14-tabs.html
telarteq,Telarteq 80 mg Oral 30 Tabs,80 mg,30,tab,,662.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-80-mg-oral-30-tabs.html
telarteq,Telarteq 40 mg Oral 14 Tabs,40 mg,14,tab,,312.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-40-mg-oral-14-tabs.html
telarteq,Telarteq Urti 80 mg/12.5 mg 28 Tabs,80 mg/12.5 mg,28,tab,,760.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-urti-80-mg-12-5-mg-28-tabs.html
telarteq,Telarteq Urti 80 mg/25 mg Oral 14 Tabs,80 mg/25 mg,14,tab,,428.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-urti-80-mg-25-mg-oral-14-tabs.html
telarteq,Telarteq Urti 80 mg/12.5 mg Oral 14 Tabs,80 mg/12.5 mg,14,tab,,416.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-urti-80-mg-12-5-mg-oral-14-tabs.html
telarteq,Telarteq Urti 80 mg/ 12.5 mg Oral 30 Tabs,80 mg,30,tab,,656.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/telarteq-urti-80-mg-12-5-mg-oral-30-tabs.html
avalide,Avalide 150 mg/ 12.5mg Oral 28 Tabs,150 mg,28,tab,,2793.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/avalide-150-mg-12-5mg-oral-28-tabs.html
avalide,Avalide 300 mg/ 12.5mg Oral 14 Tabs,300 mg,14,tab,,2569.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/avalide-300-mg-12-5mg-oral-14-tabs.html
avalide,Avalide 300 mg/ 12.5 mg Oral con 28 Tabs,300 mg,28,tab,,4342.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/avalide-300-mg-12-5-mg-oral-con-28-tabs.html
hyzaar,Hyzaar 50 mg/ 12.50 mg Oral 2 Cajas 30 Tabs,50 mg,30,tab,,1602.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-50-mg-12-50-mg-oral-2-cajas-30-tabs.html
hyzaar,Hyzaar 100 mg/ 12.5 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,2035.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-100-mg-12-5-mg-oral-30-comprimidos.html
hyzaar,Hyzaar 100 mg/ 25 mg Oral 30 Comprimidos,100 mg,30,comprimidos,,2288.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-100-mg-25-mg-oral-30-comprimidos.html
hyzaar,Hyzaar 50 mg/ 12.5 mg Oral 30 Comprimidos,50 mg,30,comprimidos,,1429.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/hyzaar-50-mg-12-5-mg-oral-30-comprimidos.html
coaprovel,Co-Aprovel 300 mg/ 12.5 mg Oral 28 Tabs,300 mg,28,tab,,2171.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-300-mg-12-5-mg-oral-28-tabs.html
coaprovel,Co-Aprovel 300 mg/ 25 mg Oral 14 Tabs,300 mg,14,tab,,952.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-300-mg-25-mg-oral-14-tabs.html
coaprovel,Co-Aprovel 150 mg/ 12.5 mg Oral 28 Tabs,150 mg,28,tab,,1459.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-150-mg-12-5-mg-oral-28-tabs.html
coaprovel,Co-Aprovel 300 mg/ 12.5 mg Oral 14 Tabs,300 mg,14,tab,,1558.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/co-aprovel-300-mg-12-5-mg-oral-14-tabs.html
losar,Losartan 50 mg Oral 30 Tabs Marca del Ahorro,50 mg,30,tab,,169.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-30-tabs-marca-del-ahorro.html
losar,Losartan 50 mg Oral 60 Tabs Marca del Ahorro,50 mg,60,tab,,216.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-60-tabs-marca-del-ahorro.html
losar,Losartan 50 mg Oral 30 Tabs 3 Cajas Marca del Ahorro,50 mg,30,tab,,316.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-30-tabs-3-cajas-marca-del-ahorro.html
losar,Losartan 50 mg Oral 15 Comprimidos Marca del Ahorro,50 mg,15,comprimidos,,119.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-15-comprimidos-marca-del-ahorro.html
losar,Losartán /Hidroclorotiazida 50 mg /12.5 mg 30 Tabs Marca del Ahorro,50 mg,30,tab,,199.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-hidroclorotiazida-50-mg-12-5-mg-30-tabs-marca-del-ahorro.html
losar,Losartan/Hidroclorotiazi 50 mg/ 12.5 mg Oral 15 Tabs  Marca del Ahorro,50 mg,15,tab,,162.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-hidroclorotiazi-50-mg-12-5-mg-oral-15-tabs-marca-del-ahorro.html
losar,Losartán 50 mg Oral 60 Tabs 2 cajas Marca del Ahorro,50 mg,60,tab,,361.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-50-mg-oral-60-tabs-2-cajas-marca-del-ahorro.html
losar,Losartan/Hidroclorotiazida 100 mg 15 Tabs Marca del Ahorro,100 mg,15,tab,,312.00,,,,Acumula 3 y llevate uno gratis,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/losartan-hidroclorotiazida-100-mg-15-tabs-marca-del-ahorro.html
openvas,Openvas 40 mg Oral 14 Tabs,40 mg,14,tab,,651.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/openvas-40-mg-oral-14-tabs.html
openvas,Openvas 20 mg Oral 14 Tabs,20 mg,14,tab,,515.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/openvas-20-mg-oral-14-tabs.html
openvas,Openvas Co 40 mg/ 12.5mg Oral 14 Tabs,40 mg,14,tab,,748.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/openvas-co-40-mg-12-5mg-oral-14-tabs.html
openvas,Openvas Co 20 mg/ 12.5 mg Oral 28 Tabs,20 mg,28,tab,,1104.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/openvas-co-20-mg-12-5-mg-oral-28-tabs.html
openvas,Openvas Co 40 mg/ 12.5 mg Oral 28 Tabs,40 mg,28,tab,,1384.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/openvas-co-40-mg-12-5-mg-oral-28-tabs.html
exforge,Exforge 5 mg/ 320 mg Oral 14 Comprimidos,5 mg,14,comprimidos,,959.00,,,,,Farmacias Del Ahorro,02/10/2024,https://www.fahorro.com/exforge-5-mg-320-mg-oral-14-comprimidos.html
